m0,m1,m2,m3,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation,month,day,hour,year
49.893,58.0989,48.8518,33.5817,14,23.77,79,1005,3.18,266,0,0,20.5556,8.04672,3,206.917,77.4711,6,20,13,2022
50.2658,55.2115,50.2734,32.4934,14,24.29,77,1004,3.47,265,0,0,21.1111,8.04672,3,244.027,68.4002,6,20,14,2022
44.4921,47.5577,45.9225,33.0934,12,24.14,79,1004,3.86,259,0,0,21.6667,8.04672,2,259.964,56.6647,6,20,15,2022
38.3441,37.9277,40.5454,36.0754,0,23.84,81,1004,3.08,256,0,0,21.6667,8.04672,1,269.878,44.4018,6,20,16,2022
30.0817,30.4413,27.1685,26.025,4,23.94,80,1003,1.4,258,0,0,21.1111,8.04672,1,277.809,32.1192,6,20,17,2022
11.8431,10.2343,14.9638,9.24634,34,23.85,80,1003,0.78,327,0,0,20.5556,8.04672,0,285.187,20.0539,6,20,18,2022
6.15785,4.33795,8.17025,10.8832,47,23.5,81,1004,0.36,105,0,0,20.5556,11.2654,0,292.752,8.40755,6,20,19,2022
0,0,0,0,44,22.92,84,1004,2.56,144,0,0,21.1111,11.2654,0,301.052,-2.57857,6,20,20,2022
0,0,0,0,37,22.21,89,1004,3.35,110,0,0,21.1111,11.2654,0,310.598,-12.5727,6,20,21,2022
0,0,0,0,0,21.78,92,1005,4.18,104,0,0,21.1111,11.2654,0,321.883,-21.1057,6,20,22,2022
0,0,0,0,4,21.74,92,1004,4.59,108,0,0,21.1111,9.65606,0,335.235,-27.55,6,20,23,2022
0,0,0,0,20,21.81,91,1004,4.08,117,0,0,20.5556,9.65606,0,350.468,-31.1982,6,21,0,2022
0,0,0,0,17,21.17,93,1003,3.56,72,0,0,20.5556,9.65606,0,6.58502,-31.5164,6,21,1,2022
0,0,0,0,32,21.35,93,1003,3.51,71,0,0,19.4444,7.49954,0,22.0807,-28.4523,6,21,2,2022
0,0,0,0,43,21.37,93,1002,3.69,65,0.13,0,20,6.96846,0,35.8147,-22.4706,6,21,3,2022
0,0,0,0,100,21.61,92,1002,4.45,53,0,0,20,6.43738,0,47.4654,-14.2708,6,21,4,2022
0,0,0,0,100,21.87,91,1002,4.81,59,0,0,20,7.49954,0,57.2962,-4.50583,6,21,5,2022
0,0,0,0,95,21.91,92,1002,5.03,74,0,0,20,6.96846,0,65.7864,6.32597,6,21,6,2022
4.38826,6.1007,3.68133,5.01248,82,22.1,91,1002,4.71,76,0,0,20.5556,16.0934,1,73.4475,17.8709,6,21,7,2022
13.2824,12.9971,10.5885,16.1213,74,22.6,88,1002,4.8,82,0,0,20.5556,16.0934,1,80.8132,29.8746,6,21,8,2022
24.7316,26.4414,27.8273,33.0609,62,23.36,83,1002,4.62,84,0,0,20,16.0934,2,88.566,42.1326,6,21,9,2022
39.2068,46.6482,50.6136,34.1397,4,24.25,78,1003,3.9,73,0,0,18.3333,16.0934,3,97.9359,54.4234,6,21,10,2022
44.9567,59.0215,60.3195,36.9419,16,24.47,78,1003,4.54,98,0,0,17.2222,16.0934,4,112.165,66.3288,6,21,11,2022
41.4585,65.1358,48.4608,27.6292,26,24.27,80,1003,3.51,101,0,0,17.7778,16.0934,3,143.217,76.2738,6,21,12,2022
42.8237,63.8196,29.5418,24.6712,32,24.5,79,1002,3.03,101,0,0,18.3333,16.0934,2,206.715,77.4958,6,21,13,2022
44.5522,55.7784,32.4005,23.0751,34,24.77,78,1002,2.1,78,0,0,18.8889,16.0934,2,243.957,68.4432,6,21,14,2022
34.8324,41.9399,33.6833,21.1724,36,24.47,79,1002,1.32,54,0,0,19.4444,16.0934,1,259.929,56.7108,6,21,15,2022
33.0476,31.2939,33.7361,21.1351,34,24.27,81,1002,0.99,13,0,0,20,16.0934,1,269.852,44.4484,6,21,16,2022
20.7316,18.1077,27.3968,15.6603,33,24.39,80,1002,0.86,19,0,0,20.5556,16.0934,0,277.786,32.1653,6,21,17,2022
12.8945,10.764,17.0138,12.5734,33,24.1,82,1002,1.31,351,0,0,20.5556,16.0934,0,285.164,20.0988,6,21,18,2022
9.06857,6.5246,10.212,7.09015,30,23.57,84,1003,2.77,339,0,0,20.5556,16.0934,0,292.727,8.45063,6,21,19,2022
0,0,0,0,29,23.09,86,1003,1.96,354,0,0,20.5556,16.0934,0,301.022,-2.53835,6,21,20,2022
0,0,0,0,37,22.94,87,1004,1.53,37,0,0,21.1111,16.0934,0,310.562,-12.5368,6,21,21,2022
0,0,0,0,100,23.25,86,1004,2.2,83,0,0,21.1111,8.04672,0,321.84,-21.0761,6,21,22,2022
0,0,0,0,94,23.12,87,1005,2.01,70,0,0,21.6667,16.0934,0,335.183,-27.5293,6,21,23,2022
0,0,0,0,94,23.12,88,1005,2.03,72,0,0,21.6667,16.0934,0,350.411,-31.189,6,22,0,2022
0,0,0,0,38,21.63,89,1006,1.91,299,0,0,20,16.0934,0,6.52656,-31.52,6,22,1,2022
0,0,0,0,36,21.44,90,1006,1.71,311,0,0,19.4444,3.21869,0,22.0267,-28.4679,6,22,2,2022
0,0,0,0,37,21.34,90,1006,1.47,348,0,0,20,3.21869,0,35.7681,-22.4959,6,22,3,2022
0,0,0,0,11,21.22,90,1006,1.21,30,0,0,20,1.60934,0,47.4262,-14.3032,6,22,4,2022
0,0,0,0,8,21.2,90,1006,1.44,33,0,0,20,16.0934,0,57.263,-4.5432,6,22,5,2022
0,0,0,0,6,21.23,90,1007,1.34,49,0,0,20.5556,16.0934,0,65.7573,6.28524,6,22,6,2022
4.45429,5.85831,3.77301,3.76265,5,21.61,88,1007,1.04,82,0,0,20,16.0934,0,73.4208,17.8279,6,22,7,2022
15.285,15.4305,16.1414,12.928,9,22.26,84,1007,1.11,114,0,0,19.4444,16.0934,1,80.7868,29.8302,6,22,8,2022
24.1194,24.5201,35.4943,26.9951,17,22.94,81,1008,1.41,189,0,0,18.8889,16.0934,1,88.5369,42.0876,6,22,9,2022
31.4377,33.9536,36.3656,35.1565,100,23.33,79,1008,2.53,223,0,0,18.8889,16.0934,2,97.8978,54.3786,6,22,10,2022
32.1512,38.9287,40.2072,30.6294,100,23.59,80,1008,3.27,240,0,0,19.4444,16.0934,2,112.099,66.2866,6,22,11,2022
37.1689,46.8467,41.7568,26.4319,100,23.43,82,1008,3.67,243,0,0,20.5556,16.0934,3,143.043,76.2456,6,22,12,2022
43.3163,48.5785,41.4407,29.5652,96,23.4,83,1008,3.71,237,0,0,20.5556,16.0934,2,206.5,77.5141,6,22,13,2022
43.2851,48.9909,46.1771,37.669,90,23.54,83,1008,3.81,230,0,0,21.1111,16.0934,2,243.871,68.482,6,22,14,2022
38.9529,42.3003,46.6982,35.0535,77,23.53,84,1007,4.36,231,0,0,20.5556,16.0934,1,259.882,56.7536,6,22,15,2022
41.203,44.1959,51.472,54.0996,4,23.49,85,1007,3.95,228,0,0,20.5556,16.0934,1,269.817,44.4919,6,22,16,2022
24.1115,26.1279,34.1588,38.2093,5,23.32,85,1007,3.04,221,0,0,20.5556,16.0934,0,277.755,32.2081,6,22,17,2022
12.5674,17.0354,20.2156,23.7589,7,23.28,86,1007,2.31,221,0,0,21.1111,16.0934,0,285.134,20.1403,6,22,18,2022
8.06968,8.33517,7.78648,3.35105,8,22.92,87,1007,1.81,245,0,0,21.1111,6.43738,0,292.695,8.48979,6,22,19,2022
0,0,0,0,7,22.32,90,1007,1.37,201,0,0,21.1111,6.43738,0,300.987,-2.50258,6,22,20,2022
0,0,0,0,7,22,91,1007,1.98,179,0,0,21.1111,6.43738,0,310.522,-12.5059,6,22,21,2022
0,0,0,0,0,21.8,92,1008,1.98,175,0,0,21.1111,6.43738,0,321.793,-21.0523,6,22,22,2022
0,0,0,0,1,21.86,92,1008,2.41,160,0,0,21.1111,6.43738,0,335.129,-27.515,6,22,23,2022
0,0,0,0,4,21.73,93,1007,2.37,153,0,0,20.5556,6.43738,0,350.352,-31.1865,6,23,0,2022
0,0,0,0,11,21.71,95,1007,3.91,135,0,0,21.6667,6.43738,0,6.46899,-31.5304,6,23,1,2022
0,0,0,0,18,21.55,96,1006,4.07,134,0,0,21.6667,0.402336,0,21.9754,-28.49,6,23,2,2022
0,0,0,0,29,21.74,97,1006,4.4,144,0,0,21.6667,0.402336,0,35.7255,-22.527,6,23,3,2022
0,0,0,0,90,21.89,96,1005,3.83,156,0,0,22.2222,10.4607,0,47.3918,-14.3408,6,23,4,2022
0,0,0,0,95,21.95,96,1005,4.47,153,0,0,22.2222,11.7965,0,57.235,-4.58503,6,23,5,2022
0,0,0,0,94,22.04,95,1005,4.61,154,0,0,22.2222,9.65606,0,65.7339,6.24062,6,23,6,2022
2.78352,5.14206,3.22755,1.10077,95,22.43,93,1005,5.67,158,0,0,22.2222,16.0934,0,73.4003,17.7815,6,23,7,2022
13.856,11.4166,11.6584,10.8342,95,22.99,89,1006,6.25,171,0,0,21.6667,16.0934,1,80.7674,29.7827,6,23,8,2022
17.3661,14.7231,17.7436,12.8229,96,22.93,90,1005,7.16,174,0.13,0,21.6667,16.0934,1,88.5162,42.0395,6,23,9,2022
10.4115,12.8686,20.4642,14.0211,98,23.15,90,1005,7.44,183,0.14,0,20.5556,8.04672,1,97.8704,54.3308,6,23,10,2022
12.5597,16.1963,22.8664,13.2704,99,23.02,91,1005,7.95,192,0.21,0,21.1111,8.04672,2,112.047,66.2407,6,23,11,2022
22.9699,26.1195,25.9587,18.2363,99,22.91,92,1004,8.33,189,0.35,0,20.5556,16.0934,3,142.886,76.2115,6,23,12,2022
31.2798,29.3115,21.3295,22.0812,100,23.44,89,1003,9.03,194,0,0,19.4444,16.0934,2,206.272,77.5258,6,23,13,2022
30.5161,27.1133,21.7225,23.9541,100,23.33,90,1003,9.89,200,0,0,21.1111,16.0934,2,243.77,68.5166,6,23,14,2022
28.4955,24.6971,25.2583,23.267,100,23.34,90,1002,9.48,203,0,0,20,16.0934,1,259.824,56.7931,6,23,15,2022
19.7343,14.2897,16.9657,27.3115,100,23.02,91,1002,9.25,196,0,0,20.5556,8.04672,1,269.774,44.5321,6,23,16,2022
11.1867,11.0143,12.9803,21.1188,100,23.11,90,1002,9.74,199,0,0,21.1111,8.04672,0,277.718,32.2477,6,23,17,2022
8.78642,9.40056,12.8183,15.8136,100,22.66,92,1002,9.8,197,0,0,21.1111,16.0934,0,285.098,20.1782,6,23,18,2022
4.90393,4.39835,5.1194,8.55745,100,22.38,94,1002,9.55,195,0.21,0,21.1111,16.0934,0,292.658,8.52497,6,23,19,2022
0,0,0,0,100,22.09,95,1002,8.5,189,0.35,0,20.5556,16.0934,0,300.947,-2.47131,6,23,20,2022
0,0,0,0,100,22.14,94,1002,8.27,195,0.26,0,20,9.65606,0,310.477,-12.4802,6,23,21,2022
0,0,0,0,100,22.06,95,1002,7.58,201,0.71,0,20,9.65606,0,321.742,-21.0342,6,23,22,2022
0,0,0,0,100,21.92,96,1002,7.8,202,0.46,0,20,9.65606,0,335.072,-27.5071,6,23,23,2022
0,0,0,0,100,21.76,97,1002,8.22,206,1.48,0,20,16.0934,0,350.293,-31.1909,6,24,0,2022
0,0,0,0,100,21.94,98,1000,8.27,222,1.23,0,21.1111,16.0934,0,6.41239,-31.5475,6,24,1,2022
0,0,0,0,100,21.8,98,999,7.88,221,0.64,0,20.5556,1.60934,0,21.9269,-28.5184,6,24,2,2022
0,0,0,0,100,21.85,99,999,7.41,215,1.57,0,20.5556,1.60934,0,35.6868,-22.5639,6,24,3,2022
0,0,0,0,100,21.83,96,999,9.97,219,1.74,0,20.5556,1.60934,0,47.3621,-14.3834,6,24,4,2022
0,0,0,0,100,21.85,95,999,10.12,228,1.66,0,20.5556,1.60934,0,57.2123,-4.63125,6,24,5,2022
0,0,0,0,100,21.74,97,1000,10.01,227,0.83,0,20.5556,16.0934,0,65.7163,6.19217,6,24,6,2022
0.66836,0.443311,1.79045,0,100,21.79,97,1001,9.54,229,0.45,0,20,4.82803,0,73.3861,17.7317,6,24,7,2022
6.76063,3.39162,8.33911,2.7267,100,21.74,97,1001,7.46,231,0,0,20,6.43738,1,80.7551,29.7322,6,24,8,2022
8.68746,7.53768,14.7355,9.36194,100,21.78,97,1001,5.27,230,0.11,0,20,6.43738,1,88.5039,41.9886,6,24,9,2022
11.1608,11.0377,17.3995,15.1385,100,21.89,97,1001,5.45,214,0.11,0,20,8.04672,1,97.8537,54.2799,6,24,10,2022
18.9586,16.3765,22.7667,17.3643,100,22.1,97,1001,5.54,207,0,0,20.5556,9.65606,2,112.009,66.1911,6,24,11,2022
24.3888,17.302,21.4362,16.9227,100,22.07,97,1001,6.03,207,0,0,20.5556,9.65606,3,142.746,76.1717,6,24,12,2022
21.036,19.8645,17.1248,21.2079,100,22.13,96,1002,6.87,218,0.12,0,21.1111,11.2654,2,206.033,77.531,6,24,13,2022
29.5454,26.2782,22.843,22.1587,100,22.41,89,1001,5.51,219,0,0,21.1111,11.2654,2,243.654,68.5469,6,24,14,2022
35.126,29.4106,26.7529,22.7418,100,22.91,86,1002,6.45,207,0,0,21.1111,16.0934,1,259.755,56.8291,6,24,15,2022
32.4547,24.5176,25.1371,24.3031,100,23.02,87,1002,6.28,204,0,0,21.6667,16.0934,1,269.722,44.5691,6,24,16,2022
17.3934,17.5767,16.6017,19.9153,100,23.2,87,1002,6.35,212,0,0,21.6667,16.0934,0,277.673,32.2839,6,24,17,2022
9.46967,10.6405,13.1321,16.2715,100,22.87,92,1001,6.01,214,0,0,22.2222,16.0934,0,285.055,20.2124,6,24,18,2022
5.77187,5.33711,6.30113,10.0322,100,22.5,96,1002,5.91,204,0,0,22.7778,16.0934,0,292.615,8.5561,6,24,19,2022
0,0,0,0,97,22.14,97,1002,5.17,207,0,0,22.7778,16.0934,0,300.901,-2.44461,6,24,20,2022
0,0,0,0,98,22.08,97,1003,4.67,200,0,0,22.2222,16.0934,0,310.427,-12.4596,6,24,21,2022
0,0,0,0,81,22.05,96,1003,5.43,200,0,0,22.2222,8.04672,0,321.687,-21.0219,6,24,22,2022
0,0,0,0,64,22.08,94,1003,7.24,198,0,0,21.6667,11.2654,0,335.013,-27.5056,6,24,23,2022
0,0,0,0,53,21.9,91,1003,5.89,192,0,0,21.1111,11.2654,0,350.232,-31.202,6,25,0,2022
0,0,0,0,83,21.08,99,1004,3.98,200,0,0,21.6667,8.04672,0,6.35688,-31.5715,6,25,1,2022
0,0,0,0,86,21.02,99,1004,4.22,220,0,0,21.6667,16.0934,0,21.8812,-28.5532,6,25,2,2022
0,0,0,0,88,21.12,99,1004,3.76,198,0,0,21.6667,16.0934,0,35.6523,-22.6066,6,25,3,2022
0,0,0,0,100,21.25,99,1003,4.67,186,0,0,20.5556,16.0934,0,47.3373,-14.431,6,25,4,2022
0,0,0,0,100,21.12,99,1004,4.15,193,0,0,21.1111,8.04672,0,57.195,-4.68178,6,25,5,2022
0,0,0,0,100,21.28,99,1003,4.91,154,0,0,21.6667,11.2654,0,65.7044,6.13999,6,25,6,2022
2.45293,4.33007,1.5035,1.45354,100,21.33,98,1004,3.9,176,0.83,0,21.6667,11.2654,1,73.3782,17.6786,6,25,7,2022
7.57482,8.90714,7.22168,6.14812,100,21.47,97,1005,3.68,183,0.58,0,21.6667,11.2654,1,80.75,29.6787,6,25,8,2022
11.391,10.3581,8.4146,9.21078,95,21.81,96,1005,5.59,181,1.37,0,21.6667,11.2654,1,88.5001,41.9349,6,25,9,2022
19.7706,15.2987,15.3884,10.8914,69,22.49,92,1005,6.19,183,1.43,0,21.6667,6.43738,2,97.8476,54.2261,6,25,10,2022
24.6161,30.7955,21.6896,13.2627,55,22.84,90,1006,6.75,195,1.1,0,21.6667,16.0934,3,111.986,66.1379,6,25,11,2022
26.7289,34.4274,17.6176,15.3614,54,22.96,90,1006,7.27,198,1.61,0,22.2222,16.0934,3,142.624,76.1263,6,25,12,2022
34.1724,48.5409,29.9914,31.2049,53,23.05,90,1005,6.87,200,0.25,0,21.6667,16.0934,3,205.782,77.5295,6,25,13,2022
29.0699,40.4912,23.278,30.4464,61,22.92,89,1006,7.78,202,0.91,0,22.2222,16.0934,2,243.524,68.5728,6,25,14,2022
29.3641,39.5153,38.0166,38.6317,65,23.31,86,1006,7.01,202,0.21,0,22.2222,16.0934,1,259.675,56.8615,6,25,15,2022
32.9589,27.12,31.3147,34.385,100,23.04,86,1006,6.35,198,0,0,22.2222,16.0934,1,269.662,44.6028,6,25,16,2022
23.4092,17.5672,25.71,22.7668,100,22.65,89,1006,5.7,189,0,0,22.2222,11.2654,2,277.621,32.3166,6,25,17,2022
14.4654,11.3199,15.0559,10.9861,99,22.51,91,1007,5.73,184,0,0,22.2222,11.2654,1,285.007,20.2429,6,25,18,2022
4.8345,6.09413,6.99705,6.55442,99,22.5,91,1007,5.71,177,0,0,22.2222,11.2654,0,292.567,8.58309,6,25,19,2022
0,0,0,0,87,22.41,92,1007,5.66,174,0,0,22.2222,11.2654,0,300.851,-2.42255,6,25,20,2022
0,0,0,0,77,22.49,91,1008,5.92,171,0,0,22.2222,11.2654,0,310.373,-12.4443,6,25,21,2022
0,0,0,0,7,22.52,90,1008,6.88,172,0,0,22.2222,11.2654,0,321.628,-21.0155,6,25,22,2022
0,0,0,0,23,22.29,92,1008,6.27,167,0,0,22.7778,11.2654,0,334.951,-27.5105,6,25,23,2022
0,0,0,0,32,22.28,92,1008,6.96,175,0,0,22.2222,9.65606,0,350.171,-31.2199,6,26,0,2022
0,0,0,0,85,21.89,95,1008,6.09,172,0,0,21.1111,9.65606,0,6.30253,-31.6022,6,26,1,2022
0,0,0,0,88,21.75,95,1008,4.43,173,0,0,21.1111,11.2654,0,21.8385,-28.5944,6,26,2,2022
0,0,0,0,90,21.84,95,1008,5.28,154,0,0,21.1111,11.2654,0,35.622,-22.6548,6,26,3,2022
0,0,0,0,100,21.78,96,1008,5.35,160,0,0,21.1111,9.65606,0,47.3174,-14.4835,6,26,4,2022
0,0,0,0,98,21.84,95,1009,6.34,161,0,0,21.1111,8.04672,0,57.183,-4.73655,6,26,5,2022
0,0,0,0,92,22.11,93,1009,7.07,156,0,0,21.1111,8.04672,0,65.6984,6.08414,6,26,6,2022
2.22281,4.43675,2.49429,0.657957,80,22.58,91,1010,7.3,155,0,0,21.1111,8.04672,0,73.3767,17.6224,6,26,7,2022
10.1229,9.15552,12.2535,9.22501,83,23.25,89,1010,7.69,167,0,0,21.6667,8.04672,1,80.7521,29.6223,6,26,8,2022
16.8863,16.0988,25.3766,19.4116,78,23.74,85,1010,8.07,176,0,0,21.6667,9.65606,1,88.5047,41.8784,6,26,9,2022
27.2967,26.4921,28.0369,22.9806,30,24.27,83,1010,9.26,181,0,0,21.6667,9.65606,2,97.8522,54.1695,6,26,10,2022
27.7244,33.7236,32.5285,27.989,40,24.33,84,1011,9.16,187,0,0,21.1111,9.65606,2,111.978,66.0811,6,26,11,2022
30.035,38.217,35.7173,29.427,55,23.86,87,1011,9,192,0.3,0,20.5556,9.65606,3,142.519,76.0752,6,26,12,2022
27.424,38.2002,24.1481,29.9189,66,23.85,88,1011,9.15,192,0.64,0,20.5556,9.65606,2,205.52,77.5213,6,26,13,2022
25.3587,35.5593,31.9275,35.1742,73,24.25,86,1010,9.63,193,0.33,0,20.5556,9.65606,2,243.378,68.5941,6,26,14,2022
31.0398,32.4465,39.7739,50.7105,78,24.45,84,1010,9.6,192,0,0,20.5556,9.65606,1,259.584,56.8903,6,26,15,2022
24.8875,25.1355,35.128,43.3705,100,24.52,83,1010,9.36,190,0,0,21.1111,9.65606,1,269.593,44.633,6,26,16,2022
14.0749,17.9056,18.0768,28.9015,100,24.36,84,1010,8.7,186,0,0,21.6667,9.65606,0,277.562,32.3458,6,26,17,2022
8.22487,12.2367,14.041,16.69,100,24.02,86,1010,7.83,181,0,0,22.2222,9.65606,0,284.952,20.2695,6,26,18,2022
5.18518,7.71176,6.37784,8.55049,100,23.62,87,1010,7.5,177,0,0,23.8889,9.65606,0,292.513,8.60587,6,26,19,2022
0,0,0,0,100,23.37,87,1011,6.22,179,0,0,23.8889,11.2654,0,300.796,-2.40519,6,26,20,2022
0,0,0,0,100,23.11,89,1011,4.92,167,0,0,23.3333,11.2654,0,310.314,-12.4342,6,26,21,2022
0,0,0,0,100,22.7,90,1012,4.09,146,0,0,22.7778,11.2654,0,321.565,-21.0151,6,26,22,2022
0,0,0,0,100,22.55,91,1011,4.58,141,0,0,22.2222,9.65606,0,334.886,-27.5219,6,26,23,2022
0,0,0,0,100,22.4,92,1011,4.11,143,0,0,21.6667,9.65606,0,350.109,-31.2447,6,27,0,2022
0,0,0,0,100,22.78,93,1010,5.28,148,0,0,21.1111,8.04672,0,6.24944,-31.6397,6,27,1,2022
0,0,0,0,100,23,92,1010,5.73,161,0,0,21.1111,8.04672,0,21.7988,-28.6418,6,27,2,2022
0,0,0,0,100,22.82,93,1010,6.43,161,0.29,0,21.1111,8.04672,0,35.5959,-22.7087,6,27,3,2022
0,0,0,0,100,22.69,94,1010,6.4,163,0.58,0,21.1111,6.43738,0,47.3025,-14.5408,6,27,4,2022
0,0,0,0,100,23.07,92,1010,6.8,158,0.48,0,21.1111,6.43738,0,57.1766,-4.79548,6,27,5,2022
0,0,0,0,100,23.27,92,1009,7.28,157,0,0,20.5556,6.43738,0,65.6983,6.02471,6,27,6,2022
1.05673,2.64724,0.56533,0.931378,100,23.38,91,1010,7.85,163,0.58,0,21.1111,6.43738,0,73.3816,17.563,6,27,7,2022
7.61087,6.53775,9.48279,8.62513,100,23.86,88,1010,8.5,167,0.26,0,21.1111,6.43738,1,80.7613,29.5631,6,27,8,2022
7.61049,10.4461,13.9455,15.9612,100,23.84,88,1009,8.3,164,0.99,0,21.6667,8.04672,1,88.5178,41.8194,6,27,9,2022
12.8649,11.6888,8.56684,12.7645,100,24.05,88,1009,8.87,172,3.43,0,21.6667,8.04672,2,97.8675,54.1101,6,27,10,2022
12.9509,16.7156,15.4321,17.7375,100,24.1,87,1009,9.55,177,2.74,0,22.2222,9.65606,2,111.984,66.021,6,27,11,2022
15.382,18.8208,16.1641,19.9968,100,24.08,87,1008,9.55,172,2.92,0,22.2222,9.65606,3,142.432,76.0186,6,27,12,2022
15.9007,25.2996,20.739,26.1771,100,24.18,87,1008,9.9,173,0.9,0,22.2222,9.65606,2,205.249,77.5064,6,27,13,2022
16.2123,25.0972,24.6166,28.9685,100,24.39,87,1007,10.76,177,0.48,0,23.3333,9.65606,2,243.219,68.6108,6,27,14,2022
13.4261,19.2539,14.7264,24.6764,100,23.96,89,1007,9.56,180,2.28,0,22.7778,11.2654,2,259.483,56.9153,6,27,15,2022
11.1365,16.3007,13.0546,21.3703,100,23.9,89,1007,10.24,174,1.57,0,22.7778,9.65606,1,269.516,44.6596,6,27,16,2022
6.66891,13.0076,9.46224,17.083,100,23.98,89,1007,10.24,175,1.07,0,22.2222,9.65606,0,277.497,32.3714,6,27,17,2022
